year,indicator,num_countries,rel_count,_indicator
1994,10.3.1,0.0,193,10_03_01
1995,10.3.1,0.0,193,10_03_01
1996,10.3.1,0.0,193,10_03_01
1997,10.3.1,0.0,193,10_03_01
1998,10.3.1,0.0,193,10_03_01
1999,10.3.1,0.0,193,10_03_01
2000,10.3.1,0.0,193,10_03_01
2001,10.3.1,0.0,193,10_03_01
2002,10.3.1,0.0,193,10_03_01
2003,10.3.1,0.0,193,10_03_01
2004,10.3.1,0.0,193,10_03_01
2005,10.3.1,0.0,193,10_03_01
2006,10.3.1,0.0,193,10_03_01
2007,10.3.1,0.0,193,10_03_01
2008,10.3.1,0.0,193,10_03_01
2009,10.3.1,0.0,193,10_03_01
2010,10.3.1,0.0,193,10_03_01
2011,10.3.1,0.0,193,10_03_01
2012,10.3.1,0.0,193,10_03_01
2013,10.3.1,0.0,193,10_03_01
2014,10.3.1,5.0,193,10_03_01
2015,10.3.1,9.0,193,10_03_01
2016,10.3.1,7.0,193,10_03_01
2017,10.3.1,9.0,193,10_03_01
2018,10.3.1,22.0,193,10_03_01
2019,10.3.1,4.0,193,10_03_01
2020,10.3.1,0.0,193,10_03_01
1990,10.4.1,0.0,193,10_04_01
1991,10.4.1,0.0,193,10_04_01
1992,10.4.1,0.0,193,10_04_01
1993,10.4.1,0.0,193,10_04_01
1994,10.4.1,0.0,193,10_04_01
1995,10.4.1,0.0,193,10_04_01
1996,10.4.1,0.0,193,10_04_01
1997,10.4.1,0.0,193,10_04_01
1998,10.4.1,0.0,193,10_04_01
1999,10.4.1,0.0,193,10_04_01
2000,10.4.1,0.0,193,10_04_01
2001,10.4.1,0.0,193,10_04_01
2002,10.4.1,0.0,193,10_04_01
2003,10.4.1,0.0,193,10_04_01
2004,10.4.1,177.0,193,10_04_01
2005,10.4.1,177.0,193,10_04_01
2006,10.4.1,177.0,193,10_04_01
2007,10.4.1,177.0,193,10_04_01
2008,10.4.1,177.0,193,10_04_01
2009,10.4.1,177.0,193,10_04_01
2010,10.4.1,177.0,193,10_04_01
2011,10.4.1,177.0,193,10_04_01
2012,10.4.1,177.0,193,10_04_01
2013,10.4.1,177.0,193,10_04_01
2014,10.4.1,177.0,193,10_04_01
2015,10.4.1,177.0,193,10_04_01
2016,10.4.1,177.0,193,10_04_01
2017,10.4.1,177.0,193,10_04_01
2018,10.4.1,0.0,193,10_04_01
2019,10.4.1,0.0,193,10_04_01
2020,10.4.1,0.0,193,10_04_01
1990,10.4.2,0.0,193,10_04_02
1991,10.4.2,0.0,193,10_04_02
1992,10.4.2,0.0,193,10_04_02
1993,10.4.2,0.0,193,10_04_02
1994,10.4.2,0.0,193,10_04_02
1995,10.4.2,0.0,193,10_04_02
1996,10.4.2,0.0,193,10_04_02
1997,10.4.2,0.0,193,10_04_02
1998,10.4.2,0.0,193,10_04_02
1999,10.4.2,0.0,193,10_04_02
2000,10.4.2,0.0,193,10_04_02
2001,10.4.2,0.0,193,10_04_02
2002,10.4.2,0.0,193,10_04_02
2003,10.4.2,0.0,193,10_04_02
2004,10.4.2,0.0,193,10_04_02
2005,10.4.2,0.0,193,10_04_02
2006,10.4.2,0.0,193,10_04_02
2007,10.4.2,0.0,193,10_04_02
2008,10.4.2,0.0,193,10_04_02
2009,10.4.2,0.0,193,10_04_02
2010,10.4.2,0.0,193,10_04_02
2011,10.4.2,0.0,193,10_04_02
2012,10.4.2,0.0,193,10_04_02
2013,10.4.2,0.0,193,10_04_02
2014,10.4.2,0.0,193,10_04_02
2015,10.4.2,0.0,193,10_04_02
2016,10.4.2,0.0,193,10_04_02
2017,10.4.2,0.0,193,10_04_02
2018,10.4.2,0.0,193,10_04_02
2019,10.4.2,0.0,193,10_04_02
2020,10.4.2,0.0,193,10_04_02
1990,10.5.1,0.0,193,10_05_01
1991,10.5.1,0.0,193,10_05_01
1992,10.5.1,0.0,193,10_05_01
1993,10.5.1,0.0,193,10_05_01
1994,10.5.1,0.0,193,10_05_01
1995,10.5.1,0.0,193,10_05_01
1996,10.5.1,0.0,193,10_05_01
1997,10.5.1,1.0,193,10_05_01
1998,10.5.1,1.0,193,10_05_01
1999,10.5.1,1.0,193,10_05_01
2000,10.5.1,3.0,193,10_05_01
2001,10.5.1,5.0,193,10_05_01
2002,10.5.1,7.0,193,10_05_01
2003,10.5.1,7.0,193,10_05_01
2004,10.5.1,7.0,193,10_05_01
2005,10.5.1,35.0,193,10_05_01
2006,10.5.1,44.0,193,10_05_01
2007,10.5.1,48.0,193,10_05_01
2008,10.5.1,78.0,193,10_05_01
2009,10.5.1,91.0,193,10_05_01
2010,10.5.1,114.0,193,10_05_01
2011,10.5.1,116.0,193,10_05_01
2012,10.5.1,119.0,193,10_05_01
2013,10.5.1,122.0,193,10_05_01
2014,10.5.1,123.0,193,10_05_01
2015,10.5.1,130.0,193,10_05_01
2016,10.5.1,131.0,193,10_05_01
2017,10.5.1,129.0,193,10_05_01
2018,10.5.1,122.0,193,10_05_01
2019,10.5.1,2.0,193,10_05_01
2020,10.5.1,0.0,193,10_05_01
1990,10.6.1,0.0,143,10_06_01
1991,10.6.1,0.0,143,10_06_01
1992,10.6.1,0.0,143,10_06_01
1993,10.6.1,0.0,143,10_06_01
1994,10.6.1,0.0,143,10_06_01
1995,10.6.1,0.0,143,10_06_01
1996,10.6.1,0.0,143,10_06_01
1997,10.6.1,0.0,143,10_06_01
1998,10.6.1,0.0,143,10_06_01
1999,10.6.1,0.0,143,10_06_01
2000,10.6.1,192.0,143,10_06_01
2001,10.6.1,192.0,143,10_06_01
2002,10.6.1,192.0,143,10_06_01
2003,10.6.1,192.0,143,10_06_01
2004,10.6.1,192.0,143,10_06_01
2005,10.6.1,192.0,143,10_06_01
2006,10.6.1,192.0,143,10_06_01
2007,10.6.1,192.0,143,10_06_01
2008,10.6.1,192.0,143,10_06_01
2009,10.6.1,192.0,143,10_06_01
2010,10.6.1,192.0,143,10_06_01
2011,10.6.1,192.0,143,10_06_01
2012,10.6.1,192.0,143,10_06_01
2013,10.6.1,192.0,143,10_06_01
2014,10.6.1,192.0,143,10_06_01
2015,10.6.1,192.0,143,10_06_01
2016,10.6.1,192.0,143,10_06_01
2017,10.6.1,192.0,143,10_06_01
2018,10.6.1,192.0,143,10_06_01
2019,10.6.1,192.0,143,10_06_01
2020,10.6.1,0.0,143,10_06_01
1990,10.7.1,0.0,193,10_07_01
1991,10.7.1,0.0,193,10_07_01
1992,10.7.1,0.0,193,10_07_01
1993,10.7.1,0.0,193,10_07_01
1994,10.7.1,0.0,193,10_07_01
1995,10.7.1,0.0,193,10_07_01
1996,10.7.1,0.0,193,10_07_01
1997,10.7.1,0.0,193,10_07_01
1998,10.7.1,0.0,193,10_07_01
1999,10.7.1,0.0,193,10_07_01
2000,10.7.1,0.0,193,10_07_01
2001,10.7.1,0.0,193,10_07_01
2002,10.7.1,0.0,193,10_07_01
2003,10.7.1,0.0,193,10_07_01
2004,10.7.1,0.0,193,10_07_01
2005,10.7.1,0.0,193,10_07_01
2006,10.7.1,0.0,193,10_07_01
2007,10.7.1,0.0,193,10_07_01
2008,10.7.1,0.0,193,10_07_01
2009,10.7.1,0.0,193,10_07_01
2010,10.7.1,0.0,193,10_07_01
2011,10.7.1,0.0,193,10_07_01
2012,10.7.1,0.0,193,10_07_01
2013,10.7.1,0.0,193,10_07_01
2014,10.7.1,0.0,193,10_07_01
2015,10.7.1,0.0,193,10_07_01
2016,10.7.1,0.0,193,10_07_01
2017,10.7.1,0.0,193,10_07_01
2018,10.7.1,0.0,193,10_07_01
2019,10.7.1,0.0,193,10_07_01
2020,10.7.1,0.0,193,10_07_01
1990,10.7.2,0.0,193,10_07_02
1991,10.7.2,0.0,193,10_07_02
1992,10.7.2,0.0,193,10_07_02
1993,10.7.2,0.0,193,10_07_02
1994,10.7.2,0.0,193,10_07_02
1995,10.7.2,0.0,193,10_07_02
1996,10.7.2,0.0,193,10_07_02
1997,10.7.2,0.0,193,10_07_02
1998,10.7.2,0.0,193,10_07_02
1999,10.7.2,0.0,193,10_07_02
2000,10.7.2,0.0,193,10_07_02
2001,10.7.2,0.0,193,10_07_02
2002,10.7.2,0.0,193,10_07_02
2003,10.7.2,0.0,193,10_07_02
2004,10.7.2,0.0,193,10_07_02
2005,10.7.2,0.0,193,10_07_02
2006,10.7.2,0.0,193,10_07_02
2007,10.7.2,0.0,193,10_07_02
2008,10.7.2,0.0,193,10_07_02
2009,10.7.2,0.0,193,10_07_02
2010,10.7.2,0.0,193,10_07_02
2011,10.7.2,0.0,193,10_07_02
2012,10.7.2,0.0,193,10_07_02
2013,10.7.2,0.0,193,10_07_02
2014,10.7.2,0.0,193,10_07_02
2015,10.7.2,0.0,193,10_07_02
2016,10.7.2,0.0,193,10_07_02
2017,10.7.2,0.0,193,10_07_02
2018,10.7.2,0.0,193,10_07_02
2019,10.7.2,111.0,193,10_07_02
2020,10.7.2,0.0,193,10_07_02
1990,10.7.3,0.0,193,10_07_03
1991,10.7.3,0.0,193,10_07_03
1992,10.7.3,0.0,193,10_07_03
1993,10.7.3,0.0,193,10_07_03
1994,10.7.3,0.0,193,10_07_03
1995,10.7.3,0.0,193,10_07_03
1996,10.7.3,0.0,193,10_07_03
1997,10.7.3,0.0,193,10_07_03
1998,10.7.3,0.0,193,10_07_03
1999,10.7.3,0.0,193,10_07_03
2000,10.7.3,0.0,193,10_07_03
2001,10.7.3,0.0,193,10_07_03
2002,10.7.3,0.0,193,10_07_03
2003,10.7.3,0.0,193,10_07_03
2004,10.7.3,0.0,193,10_07_03
2005,10.7.3,0.0,193,10_07_03
2006,10.7.3,0.0,193,10_07_03
2007,10.7.3,0.0,193,10_07_03
2008,10.7.3,0.0,193,10_07_03
2009,10.7.3,0.0,193,10_07_03
2010,10.7.3,0.0,193,10_07_03
2011,10.7.3,0.0,193,10_07_03
2012,10.7.3,0.0,193,10_07_03
2013,10.7.3,0.0,193,10_07_03
2014,10.7.3,0.0,193,10_07_03
2015,10.7.3,0.0,193,10_07_03
2016,10.7.3,0.0,193,10_07_03
2017,10.7.3,0.0,193,10_07_03
2018,10.7.3,0.0,193,10_07_03
2019,10.7.3,0.0,193,10_07_03
2020,10.7.3,0.0,193,10_07_03
1990,10.7.4,0.0,193,10_07_04
1991,10.7.4,0.0,193,10_07_04
1992,10.7.4,0.0,193,10_07_04
1993,10.7.4,0.0,193,10_07_04
1994,10.7.4,0.0,193,10_07_04
1995,10.7.4,0.0,193,10_07_04
1996,10.7.4,0.0,193,10_07_04
1997,10.7.4,0.0,193,10_07_04
1998,10.7.4,0.0,193,10_07_04
1999,10.7.4,0.0,193,10_07_04
2000,10.7.4,0.0,193,10_07_04
2001,10.7.4,0.0,193,10_07_04
2002,10.7.4,0.0,193,10_07_04
2003,10.7.4,0.0,193,10_07_04
2004,10.7.4,0.0,193,10_07_04
2005,10.7.4,0.0,193,10_07_04
2006,10.7.4,0.0,193,10_07_04
2007,10.7.4,0.0,193,10_07_04
2008,10.7.4,0.0,193,10_07_04
2009,10.7.4,0.0,193,10_07_04
2010,10.7.4,0.0,193,10_07_04
2011,10.7.4,0.0,193,10_07_04
2012,10.7.4,0.0,193,10_07_04
2013,10.7.4,0.0,193,10_07_04
2014,10.7.4,0.0,193,10_07_04
2015,10.7.4,0.0,193,10_07_04
2016,10.7.4,0.0,193,10_07_04
2017,10.7.4,0.0,193,10_07_04
2018,10.7.4,0.0,193,10_07_04
2019,10.7.4,0.0,193,10_07_04
2020,10.7.4,0.0,193,10_07_04
1990,10.a.1,0.0,193,10_0a_01
1991,10.a.1,0.0,193,10_0a_01
1992,10.a.1,0.0,193,10_0a_01
1993,10.a.1,0.0,193,10_0a_01
1994,10.a.1,0.0,193,10_0a_01
1995,10.a.1,0.0,193,10_0a_01
1996,10.a.1,0.0,193,10_0a_01
1997,10.a.1,0.0,193,10_0a_01
1998,10.a.1,0.0,193,10_0a_01
1999,10.a.1,0.0,193,10_0a_01
2000,10.a.1,0.0,193,10_0a_01
2001,10.a.1,0.0,193,10_0a_01
2002,10.a.1,0.0,193,10_0a_01
2003,10.a.1,0.0,193,10_0a_01
2004,10.a.1,0.0,193,10_0a_01
2005,10.a.1,187.0,193,10_0a_01
2006,10.a.1,187.0,193,10_0a_01
2007,10.a.1,187.0,193,10_0a_01
2008,10.a.1,187.0,193,10_0a_01
2009,10.a.1,187.0,193,10_0a_01
2010,10.a.1,188.0,193,10_0a_01
2011,10.a.1,188.0,193,10_0a_01
2012,10.a.1,188.0,193,10_0a_01
2013,10.a.1,188.0,193,10_0a_01
2014,10.a.1,188.0,193,10_0a_01
2015,10.a.1,188.0,193,10_0a_01
2016,10.a.1,191.0,193,10_0a_01
2017,10.a.1,191.0,193,10_0a_01
2018,10.a.1,191.0,193,10_0a_01
2019,10.a.1,0.0,193,10_0a_01
2020,10.a.1,0.0,193,10_0a_01
1990,10.b.1,0.0,193,10_0b_01
1991,10.b.1,0.0,193,10_0b_01
1992,10.b.1,0.0,193,10_0b_01
1993,10.b.1,0.0,193,10_0b_01
1994,10.b.1,0.0,193,10_0b_01
1995,10.b.1,0.0,193,10_0b_01
1996,10.b.1,0.0,193,10_0b_01
1997,10.b.1,0.0,193,10_0b_01
1998,10.b.1,0.0,193,10_0b_01
1999,10.b.1,0.0,193,10_0b_01
2000,10.b.1,172.0,193,10_0b_01
2001,10.b.1,173.0,193,10_0b_01
2002,10.b.1,174.0,193,10_0b_01
2003,10.b.1,176.0,193,10_0b_01
2004,10.b.1,176.0,193,10_0b_01
2005,10.b.1,179.0,193,10_0b_01
2006,10.b.1,179.0,193,10_0b_01
2007,10.b.1,180.0,193,10_0b_01
2008,10.b.1,181.0,193,10_0b_01
2009,10.b.1,181.0,193,10_0b_01
2010,10.b.1,183.0,193,10_0b_01
2011,10.b.1,181.0,193,10_0b_01
2012,10.b.1,181.0,193,10_0b_01
2013,10.b.1,181.0,193,10_0b_01
2014,10.b.1,180.0,193,10_0b_01
2015,10.b.1,180.0,193,10_0b_01
2016,10.b.1,180.0,193,10_0b_01
2017,10.b.1,180.0,193,10_0b_01
2018,10.b.1,177.0,193,10_0b_01
2019,10.b.1,0.0,193,10_0b_01
2020,10.b.1,0.0,193,10_0b_01
1990,10.c.1,0.0,193,10_0c_01
1991,10.c.1,0.0,193,10_0c_01
1992,10.c.1,0.0,193,10_0c_01
1993,10.c.1,0.0,193,10_0c_01
1994,10.c.1,0.0,193,10_0c_01
1995,10.c.1,0.0,193,10_0c_01
1996,10.c.1,0.0,193,10_0c_01
1997,10.c.1,0.0,193,10_0c_01
1998,10.c.1,0.0,193,10_0c_01
1999,10.c.1,0.0,193,10_0c_01
2000,10.c.1,0.0,193,10_0c_01
2001,10.c.1,0.0,193,10_0c_01
2002,10.c.1,0.0,193,10_0c_01
2003,10.c.1,0.0,193,10_0c_01
2004,10.c.1,0.0,193,10_0c_01
2005,10.c.1,0.0,193,10_0c_01
2006,10.c.1,0.0,193,10_0c_01
2007,10.c.1,0.0,193,10_0c_01
2008,10.c.1,0.0,193,10_0c_01
2009,10.c.1,0.0,193,10_0c_01
2010,10.c.1,0.0,193,10_0c_01
2011,10.c.1,86.0,193,10_0c_01
2012,10.c.1,85.0,193,10_0c_01
2013,10.c.1,85.0,193,10_0c_01
2014,10.c.1,85.0,193,10_0c_01
2015,10.c.1,88.0,193,10_0c_01
2016,10.c.1,88.0,193,10_0c_01
2017,10.c.1,102.0,193,10_0c_01
2018,10.c.1,102.0,193,10_0c_01
2019,10.c.1,0.0,193,10_0c_01
2020,10.c.1,0.0,193,10_0c_01
1990,11.1.1,48.0,193,11_01_01
1991,11.1.1,48.0,193,11_01_01
1992,11.1.1,48.0,193,11_01_01
1993,11.1.1,48.0,193,11_01_01
1994,11.1.1,48.0,193,11_01_01
1995,11.1.1,48.0,193,11_01_01
1996,11.1.1,48.0,193,11_01_01
1997,11.1.1,48.0,193,11_01_01
1998,11.1.1,48.0,193,11_01_01
1999,11.1.1,48.0,193,11_01_01
2000,11.1.1,49.0,193,11_01_01
2001,11.1.1,49.0,193,11_01_01
2002,11.1.1,49.0,193,11_01_01
2003,11.1.1,49.0,193,11_01_01
2004,11.1.1,49.0,193,11_01_01
2005,11.1.1,83.0,193,11_01_01
2006,11.1.1,83.0,193,11_01_01
2007,11.1.1,83.0,193,11_01_01
2008,11.1.1,83.0,193,11_01_01
2009,11.1.1,83.0,193,11_01_01
2010,11.1.1,84.0,193,11_01_01
2011,11.1.1,84.0,193,11_01_01
2012,11.1.1,84.0,193,11_01_01
2013,11.1.1,84.0,193,11_01_01
2014,11.1.1,93.0,193,11_01_01
2015,11.1.1,93.0,193,11_01_01
2016,11.1.1,121.0,193,11_01_01
2017,11.1.1,121.0,193,11_01_01
2018,11.1.1,121.0,193,11_01_01
2019,11.1.1,0.0,193,11_01_01
2020,11.1.1,0.0,193,11_01_01
1990,11.2.1,0.0,193,11_02_01
1991,11.2.1,0.0,193,11_02_01
1992,11.2.1,0.0,193,11_02_01
1993,11.2.1,0.0,193,11_02_01
1994,11.2.1,0.0,193,11_02_01
1995,11.2.1,0.0,193,11_02_01
1996,11.2.1,0.0,193,11_02_01
1997,11.2.1,0.0,193,11_02_01
1998,11.2.1,0.0,193,11_02_01
1999,11.2.1,0.0,193,11_02_01
2000,11.2.1,0.0,193,11_02_01
2001,11.2.1,0.0,193,11_02_01
2002,11.2.1,0.0,193,11_02_01
2003,11.2.1,0.0,193,11_02_01
2004,11.2.1,0.0,193,11_02_01
2005,11.2.1,0.0,193,11_02_01
2006,11.2.1,0.0,193,11_02_01
2007,11.2.1,0.0,193,11_02_01
2008,11.2.1,0.0,193,11_02_01
2009,11.2.1,0.0,193,11_02_01
2010,11.2.1,0.0,193,11_02_01
2011,11.2.1,0.0,193,11_02_01
2012,11.2.1,0.0,193,11_02_01
2013,11.2.1,0.0,193,11_02_01
2014,11.2.1,0.0,193,11_02_01
2015,11.2.1,0.0,193,11_02_01
2016,11.2.1,0.0,193,11_02_01
2017,11.2.1,0.0,193,11_02_01
2018,11.2.1,0.0,193,11_02_01
2019,11.2.1,0.0,193,11_02_01
2020,11.2.1,0.0,193,11_02_01
1990,11.3.1,0.0,193,11_03_01
1991,11.3.1,0.0,193,11_03_01
1992,11.3.1,0.0,193,11_03_01
1993,11.3.1,0.0,193,11_03_01
1994,11.3.1,0.0,193,11_03_01
1995,11.3.1,0.0,193,11_03_01
1996,11.3.1,0.0,193,11_03_01
1997,11.3.1,0.0,193,11_03_01
1998,11.3.1,0.0,193,11_03_01
1999,11.3.1,0.0,193,11_03_01
2000,11.3.1,0.0,193,11_03_01
2001,11.3.1,0.0,193,11_03_01
2002,11.3.1,0.0,193,11_03_01
2003,11.3.1,0.0,193,11_03_01
2004,11.3.1,0.0,193,11_03_01
2005,11.3.1,0.0,193,11_03_01
2006,11.3.1,0.0,193,11_03_01
2007,11.3.1,0.0,193,11_03_01
2008,11.3.1,0.0,193,11_03_01
2009,11.3.1,0.0,193,11_03_01
2010,11.3.1,0.0,193,11_03_01
2011,11.3.1,0.0,193,11_03_01
2012,11.3.1,0.0,193,11_03_01
2013,11.3.1,0.0,193,11_03_01
2014,11.3.1,0.0,193,11_03_01
2015,11.3.1,0.0,193,11_03_01
2016,11.3.1,0.0,193,11_03_01
2017,11.3.1,0.0,193,11_03_01
2018,11.3.1,0.0,193,11_03_01
2019,11.3.1,0.0,193,11_03_01
2020,11.3.1,0.0,193,11_03_01
1990,11.3.2,0.0,193,11_03_02
1991,11.3.2,0.0,193,11_03_02
1992,11.3.2,0.0,193,11_03_02
1993,11.3.2,0.0,193,11_03_02
1994,11.3.2,0.0,193,11_03_02
1995,11.3.2,0.0,193,11_03_02
1996,11.3.2,0.0,193,11_03_02
1997,11.3.2,0.0,193,11_03_02
1998,11.3.2,0.0,193,11_03_02
1999,11.3.2,0.0,193,11_03_02
2000,11.3.2,0.0,193,11_03_02
2001,11.3.2,0.0,193,11_03_02
2002,11.3.2,0.0,193,11_03_02
2003,11.3.2,0.0,193,11_03_02
2004,11.3.2,0.0,193,11_03_02
2005,11.3.2,0.0,193,11_03_02
2006,11.3.2,0.0,193,11_03_02
2007,11.3.2,0.0,193,11_03_02
2008,11.3.2,0.0,193,11_03_02
2009,11.3.2,0.0,193,11_03_02
2010,11.3.2,0.0,193,11_03_02
2011,11.3.2,0.0,193,11_03_02
2012,11.3.2,0.0,193,11_03_02
2013,11.3.2,0.0,193,11_03_02
2014,11.3.2,0.0,193,11_03_02
2015,11.3.2,0.0,193,11_03_02
2016,11.3.2,0.0,193,11_03_02
2017,11.3.2,0.0,193,11_03_02
2018,11.3.2,0.0,193,11_03_02
2019,11.3.2,0.0,193,11_03_02
2020,11.3.2,0.0,193,11_03_02
1990,11.4.1,0.0,193,11_04_01
1991,11.4.1,0.0,193,11_04_01
1992,11.4.1,0.0,193,11_04_01
1993,11.4.1,0.0,193,11_04_01
1994,11.4.1,0.0,193,11_04_01
1995,11.4.1,0.0,193,11_04_01
1996,11.4.1,0.0,193,11_04_01
1997,11.4.1,0.0,193,11_04_01
1998,11.4.1,0.0,193,11_04_01
1999,11.4.1,0.0,193,11_04_01
2000,11.4.1,0.0,193,11_04_01
2001,11.4.1,0.0,193,11_04_01
2002,11.4.1,0.0,193,11_04_01
2003,11.4.1,0.0,193,11_04_01
2004,11.4.1,0.0,193,11_04_01
2005,11.4.1,0.0,193,11_04_01
2006,11.4.1,0.0,193,11_04_01
2007,11.4.1,0.0,193,11_04_01
2008,11.4.1,0.0,193,11_04_01
2009,11.4.1,0.0,193,11_04_01
2010,11.4.1,0.0,193,11_04_01
2011,11.4.1,0.0,193,11_04_01
2012,11.4.1,0.0,193,11_04_01
2013,11.4.1,0.0,193,11_04_01
2014,11.4.1,0.0,193,11_04_01
2015,11.4.1,0.0,193,11_04_01
2016,11.4.1,0.0,193,11_04_01
2017,11.4.1,0.0,193,11_04_01
2018,11.4.1,0.0,193,11_04_01
2019,11.4.1,0.0,193,11_04_01
2020,11.4.1,0.0,193,11_04_01
1990,11.5.1,0.0,193,11_05_01
1991,11.5.1,0.0,193,11_05_01
1992,11.5.1,0.0,193,11_05_01
1993,11.5.1,0.0,193,11_05_01
1994,11.5.1,0.0,193,11_05_01
1995,11.5.1,0.0,193,11_05_01
1996,11.5.1,0.0,193,11_05_01
1997,11.5.1,0.0,193,11_05_01
1998,11.5.1,0.0,193,11_05_01
1999,11.5.1,0.0,193,11_05_01
2000,11.5.1,0.0,193,11_05_01
2001,11.5.1,0.0,193,11_05_01
2002,11.5.1,0.0,193,11_05_01
2003,11.5.1,0.0,193,11_05_01
2004,11.5.1,0.0,193,11_05_01
2005,11.5.1,91.0,193,11_05_01
2006,11.5.1,96.0,193,11_05_01
2007,11.5.1,101.0,193,11_05_01
2008,11.5.1,103.0,193,11_05_01
2009,11.5.1,106.0,193,11_05_01
2010,11.5.1,107.0,193,11_05_01
2011,11.5.1,108.0,193,11_05_01
2012,11.5.1,104.0,193,11_05_01
2013,11.5.1,100.0,193,11_05_01
2014,11.5.1,100.0,193,11_05_01
2015,11.5.1,100.0,193,11_05_01
2016,11.5.1,94.0,193,11_05_01
2017,11.5.1,95.0,193,11_05_01
2018,11.5.1,82.0,193,11_05_01
2019,11.5.1,45.0,193,11_05_01
2020,11.5.1,0.0,193,11_05_01
1990,11.5.2,0.0,193,11_05_02
1991,11.5.2,0.0,193,11_05_02
1992,11.5.2,0.0,193,11_05_02
1993,11.5.2,0.0,193,11_05_02
1994,11.5.2,0.0,193,11_05_02
1995,11.5.2,0.0,193,11_05_02
1996,11.5.2,0.0,193,11_05_02
1997,11.5.2,0.0,193,11_05_02
1998,11.5.2,0.0,193,11_05_02
1999,11.5.2,0.0,193,11_05_02
2000,11.5.2,0.0,193,11_05_02
2001,11.5.2,0.0,193,11_05_02
2002,11.5.2,0.0,193,11_05_02
2003,11.5.2,0.0,193,11_05_02
2004,11.5.2,0.0,193,11_05_02
2005,11.5.2,87.0,193,11_05_02
2006,11.5.2,93.0,193,11_05_02
2007,11.5.2,100.0,193,11_05_02
2008,11.5.2,105.0,193,11_05_02
2009,11.5.2,107.0,193,11_05_02
2010,11.5.2,108.0,193,11_05_02
2011,11.5.2,109.0,193,11_05_02
2012,11.5.2,107.0,193,11_05_02
2013,11.5.2,105.0,193,11_05_02
2014,11.5.2,104.0,193,11_05_02
2015,11.5.2,109.0,193,11_05_02
2016,11.5.2,104.0,193,11_05_02
2017,11.5.2,111.0,193,11_05_02
2018,11.5.2,96.0,193,11_05_02
2019,11.5.2,55.0,193,11_05_02
2020,11.5.2,0.0,193,11_05_02
1990,11.6.1,0.0,193,11_06_01
1991,11.6.1,0.0,193,11_06_01
1992,11.6.1,0.0,193,11_06_01
1993,11.6.1,0.0,193,11_06_01
1994,11.6.1,0.0,193,11_06_01
1995,11.6.1,0.0,193,11_06_01
1996,11.6.1,0.0,193,11_06_01
1997,11.6.1,0.0,193,11_06_01
1998,11.6.1,0.0,193,11_06_01
1999,11.6.1,0.0,193,11_06_01
2000,11.6.1,0.0,193,11_06_01
2001,11.6.1,7.0,193,11_06_01
2002,11.6.1,5.0,193,11_06_01
2003,11.6.1,6.0,193,11_06_01
2004,11.6.1,8.0,193,11_06_01
2005,11.6.1,9.0,193,11_06_01
2006,11.6.1,11.0,193,11_06_01
2007,11.6.1,19.0,193,11_06_01
2008,11.6.1,18.0,193,11_06_01
2009,11.6.1,21.0,193,11_06_01
2010,11.6.1,18.0,193,11_06_01
2011,11.6.1,25.0,193,11_06_01
2012,11.6.1,39.0,193,11_06_01
2013,11.6.1,15.0,193,11_06_01
2014,11.6.1,15.0,193,11_06_01
2015,11.6.1,43.0,193,11_06_01
2016,11.6.1,3.0,193,11_06_01
2017,11.6.1,3.0,193,11_06_01
2018,11.6.1,2.0,193,11_06_01
2019,11.6.1,0.0,193,11_06_01
2020,11.6.1,0.0,193,11_06_01
1990,11.6.2,0.0,193,11_06_02
1991,11.6.2,0.0,193,11_06_02
1992,11.6.2,0.0,193,11_06_02
1993,11.6.2,0.0,193,11_06_02
1994,11.6.2,0.0,193,11_06_02
1995,11.6.2,0.0,193,11_06_02
1996,11.6.2,0.0,193,11_06_02
1997,11.6.2,0.0,193,11_06_02
1998,11.6.2,0.0,193,11_06_02
1999,11.6.2,0.0,193,11_06_02
2000,11.6.2,0.0,193,11_06_02
2001,11.6.2,0.0,193,11_06_02
2002,11.6.2,0.0,193,11_06_02
2003,11.6.2,0.0,193,11_06_02
2004,11.6.2,0.0,193,11_06_02
2005,11.6.2,0.0,193,11_06_02
2006,11.6.2,0.0,193,11_06_02
2007,11.6.2,0.0,193,11_06_02
2008,11.6.2,0.0,193,11_06_02
2009,11.6.2,0.0,193,11_06_02
2010,11.6.2,0.0,193,11_06_02
2011,11.6.2,0.0,193,11_06_02
2012,11.6.2,0.0,193,11_06_02
2013,11.6.2,0.0,193,11_06_02
2014,11.6.2,0.0,193,11_06_02
2015,11.6.2,0.0,193,11_06_02
2016,11.6.2,191.0,193,11_06_02
2017,11.6.2,0.0,193,11_06_02
2018,11.6.2,0.0,193,11_06_02
2019,11.6.2,0.0,193,11_06_02
2020,11.6.2,0.0,193,11_06_02
1990,11.7.1,0.0,193,11_07_01
1991,11.7.1,0.0,193,11_07_01
1992,11.7.1,0.0,193,11_07_01
1993,11.7.1,0.0,193,11_07_01
1994,11.7.1,0.0,193,11_07_01
1995,11.7.1,0.0,193,11_07_01
1996,11.7.1,0.0,193,11_07_01
1997,11.7.1,0.0,193,11_07_01
1998,11.7.1,0.0,193,11_07_01
1999,11.7.1,0.0,193,11_07_01
2000,11.7.1,0.0,193,11_07_01
2001,11.7.1,0.0,193,11_07_01
2002,11.7.1,0.0,193,11_07_01
2003,11.7.1,0.0,193,11_07_01
