year,indicator,num_countries,rel_count,_indicator
2001,5.a.2,0.0,193,05_0a_02
2002,5.a.2,0.0,193,05_0a_02
2003,5.a.2,0.0,193,05_0a_02
2004,5.a.2,0.0,193,05_0a_02
2005,5.a.2,0.0,193,05_0a_02
2006,5.a.2,0.0,193,05_0a_02
2007,5.a.2,0.0,193,05_0a_02
2008,5.a.2,0.0,193,05_0a_02
2009,5.a.2,0.0,193,05_0a_02
2010,5.a.2,0.0,193,05_0a_02
2011,5.a.2,0.0,193,05_0a_02
2012,5.a.2,0.0,193,05_0a_02
2013,5.a.2,0.0,193,05_0a_02
2014,5.a.2,0.0,193,05_0a_02
2015,5.a.2,0.0,193,05_0a_02
2016,5.a.2,0.0,193,05_0a_02
2017,5.a.2,0.0,193,05_0a_02
2018,5.a.2,0.0,193,05_0a_02
2019,5.a.2,16.0,193,05_0a_02
2020,5.a.2,0.0,193,05_0a_02
1990,5.b.1,0.0,193,05_0b_01
1991,5.b.1,0.0,193,05_0b_01
1992,5.b.1,0.0,193,05_0b_01
1993,5.b.1,0.0,193,05_0b_01
1994,5.b.1,0.0,193,05_0b_01
1995,5.b.1,0.0,193,05_0b_01
1996,5.b.1,0.0,193,05_0b_01
1997,5.b.1,0.0,193,05_0b_01
1998,5.b.1,0.0,193,05_0b_01
1999,5.b.1,0.0,193,05_0b_01
2000,5.b.1,0.0,193,05_0b_01
2001,5.b.1,0.0,193,05_0b_01
2002,5.b.1,0.0,193,05_0b_01
2003,5.b.1,0.0,193,05_0b_01
2004,5.b.1,0.0,193,05_0b_01
2005,5.b.1,0.0,193,05_0b_01
2006,5.b.1,0.0,193,05_0b_01
2007,5.b.1,0.0,193,05_0b_01
2008,5.b.1,0.0,193,05_0b_01
2009,5.b.1,0.0,193,05_0b_01
2010,5.b.1,0.0,193,05_0b_01
2011,5.b.1,0.0,193,05_0b_01
2012,5.b.1,0.0,193,05_0b_01
2013,5.b.1,9.0,193,05_0b_01
2014,5.b.1,29.0,193,05_0b_01
2015,5.b.1,40.0,193,05_0b_01
2016,5.b.1,50.0,193,05_0b_01
2017,5.b.1,50.0,193,05_0b_01
2018,5.b.1,40.0,193,05_0b_01
2019,5.b.1,0.0,193,05_0b_01
2020,5.b.1,0.0,193,05_0b_01
1990,5.c.1,0.0,193,05_0c_01
1991,5.c.1,0.0,193,05_0c_01
1992,5.c.1,0.0,193,05_0c_01
1993,5.c.1,0.0,193,05_0c_01
1994,5.c.1,0.0,193,05_0c_01
1995,5.c.1,0.0,193,05_0c_01
1996,5.c.1,0.0,193,05_0c_01
1997,5.c.1,0.0,193,05_0c_01
1998,5.c.1,0.0,193,05_0c_01
1999,5.c.1,0.0,193,05_0c_01
2000,5.c.1,0.0,193,05_0c_01
2001,5.c.1,0.0,193,05_0c_01
2002,5.c.1,0.0,193,05_0c_01
2003,5.c.1,0.0,193,05_0c_01
2004,5.c.1,0.0,193,05_0c_01
2005,5.c.1,0.0,193,05_0c_01
2006,5.c.1,0.0,193,05_0c_01
2007,5.c.1,0.0,193,05_0c_01
2008,5.c.1,0.0,193,05_0c_01
2009,5.c.1,0.0,193,05_0c_01
2010,5.c.1,0.0,193,05_0c_01
2011,5.c.1,0.0,193,05_0c_01
2012,5.c.1,0.0,193,05_0c_01
2013,5.c.1,0.0,193,05_0c_01
2014,5.c.1,0.0,193,05_0c_01
2015,5.c.1,0.0,193,05_0c_01
2016,5.c.1,0.0,193,05_0c_01
2017,5.c.1,0.0,193,05_0c_01
2018,5.c.1,65.0,193,05_0c_01
2019,5.c.1,0.0,193,05_0c_01
2020,5.c.1,0.0,193,05_0c_01
1990,6.1.1,0.0,193,06_01_01
1991,6.1.1,0.0,193,06_01_01
1992,6.1.1,0.0,193,06_01_01
1993,6.1.1,0.0,193,06_01_01
1994,6.1.1,0.0,193,06_01_01
1995,6.1.1,0.0,193,06_01_01
1996,6.1.1,0.0,193,06_01_01
1997,6.1.1,0.0,193,06_01_01
1998,6.1.1,0.0,193,06_01_01
1999,6.1.1,0.0,193,06_01_01
2000,6.1.1,110.0,193,06_01_01
2001,6.1.1,112.0,193,06_01_01
2002,6.1.1,113.0,193,06_01_01
2003,6.1.1,113.0,193,06_01_01
2004,6.1.1,113.0,193,06_01_01
2005,6.1.1,114.0,193,06_01_01
2006,6.1.1,115.0,193,06_01_01
2007,6.1.1,115.0,193,06_01_01
2008,6.1.1,115.0,193,06_01_01
2009,6.1.1,115.0,193,06_01_01
2010,6.1.1,115.0,193,06_01_01
2011,6.1.1,115.0,193,06_01_01
2012,6.1.1,115.0,193,06_01_01
2013,6.1.1,115.0,193,06_01_01
2014,6.1.1,115.0,193,06_01_01
2015,6.1.1,115.0,193,06_01_01
2016,6.1.1,115.0,193,06_01_01
2017,6.1.1,115.0,193,06_01_01
2018,6.1.1,0.0,193,06_01_01
2019,6.1.1,0.0,193,06_01_01
2020,6.1.1,0.0,193,06_01_01
1990,6.2.1,0.0,193,06_02_01
1991,6.2.1,0.0,193,06_02_01
1992,6.2.1,0.0,193,06_02_01
1993,6.2.1,0.0,193,06_02_01
1994,6.2.1,0.0,193,06_02_01
1995,6.2.1,0.0,193,06_02_01
1996,6.2.1,0.0,193,06_02_01
1997,6.2.1,0.0,193,06_02_01
1998,6.2.1,0.0,193,06_02_01
1999,6.2.1,0.0,193,06_02_01
2000,6.2.1,179.0,193,06_02_01
2001,6.2.1,184.0,193,06_02_01
2002,6.2.1,186.0,193,06_02_01
2003,6.2.1,186.0,193,06_02_01
2004,6.2.1,186.0,193,06_02_01
2005,6.2.1,187.0,193,06_02_01
2006,6.2.1,190.0,193,06_02_01
2007,6.2.1,191.0,193,06_02_01
2008,6.2.1,191.0,193,06_02_01
2009,6.2.1,191.0,193,06_02_01
2010,6.2.1,191.0,193,06_02_01
2011,6.2.1,192.0,193,06_02_01
2012,6.2.1,192.0,193,06_02_01
2013,6.2.1,192.0,193,06_02_01
2014,6.2.1,191.0,193,06_02_01
2015,6.2.1,190.0,193,06_02_01
2016,6.2.1,188.0,193,06_02_01
2017,6.2.1,186.0,193,06_02_01
2018,6.2.1,0.0,193,06_02_01
2019,6.2.1,0.0,193,06_02_01
2020,6.2.1,0.0,193,06_02_01
1990,6.3.1,0.0,193,06_03_01
1991,6.3.1,0.0,193,06_03_01
1992,6.3.1,0.0,193,06_03_01
1993,6.3.1,0.0,193,06_03_01
1994,6.3.1,0.0,193,06_03_01
1995,6.3.1,0.0,193,06_03_01
1996,6.3.1,0.0,193,06_03_01
1997,6.3.1,0.0,193,06_03_01
1998,6.3.1,0.0,193,06_03_01
1999,6.3.1,0.0,193,06_03_01
2000,6.3.1,0.0,193,06_03_01
2001,6.3.1,0.0,193,06_03_01
2002,6.3.1,0.0,193,06_03_01
2003,6.3.1,0.0,193,06_03_01
2004,6.3.1,0.0,193,06_03_01
2005,6.3.1,0.0,193,06_03_01
2006,6.3.1,0.0,193,06_03_01
2007,6.3.1,0.0,193,06_03_01
2008,6.3.1,0.0,193,06_03_01
2009,6.3.1,0.0,193,06_03_01
2010,6.3.1,0.0,193,06_03_01
2011,6.3.1,0.0,193,06_03_01
2012,6.3.1,0.0,193,06_03_01
2013,6.3.1,0.0,193,06_03_01
2014,6.3.1,0.0,193,06_03_01
2015,6.3.1,0.0,193,06_03_01
2016,6.3.1,0.0,193,06_03_01
2017,6.3.1,0.0,193,06_03_01
2018,6.3.1,75.0,193,06_03_01
2019,6.3.1,0.0,193,06_03_01
2020,6.3.1,0.0,193,06_03_01
1990,6.3.2,0.0,193,06_03_02
1991,6.3.2,0.0,193,06_03_02
1992,6.3.2,0.0,193,06_03_02
1993,6.3.2,0.0,193,06_03_02
1994,6.3.2,0.0,193,06_03_02
1995,6.3.2,0.0,193,06_03_02
1996,6.3.2,0.0,193,06_03_02
1997,6.3.2,0.0,193,06_03_02
1998,6.3.2,0.0,193,06_03_02
1999,6.3.2,0.0,193,06_03_02
2000,6.3.2,0.0,193,06_03_02
2001,6.3.2,0.0,193,06_03_02
2002,6.3.2,0.0,193,06_03_02
2003,6.3.2,0.0,193,06_03_02
2004,6.3.2,0.0,193,06_03_02
2005,6.3.2,0.0,193,06_03_02
2006,6.3.2,0.0,193,06_03_02
2007,6.3.2,0.0,193,06_03_02
2008,6.3.2,0.0,193,06_03_02
2009,6.3.2,0.0,193,06_03_02
2010,6.3.2,0.0,193,06_03_02
2011,6.3.2,0.0,193,06_03_02
2012,6.3.2,0.0,193,06_03_02
2013,6.3.2,0.0,193,06_03_02
2014,6.3.2,0.0,193,06_03_02
2015,6.3.2,0.0,193,06_03_02
2016,6.3.2,0.0,193,06_03_02
2017,6.3.2,47.0,193,06_03_02
2018,6.3.2,0.0,193,06_03_02
2019,6.3.2,0.0,193,06_03_02
2020,6.3.2,0.0,193,06_03_02
1990,6.4.1,0.0,193,06_04_01
1991,6.4.1,0.0,193,06_04_01
1992,6.4.1,0.0,193,06_04_01
1993,6.4.1,0.0,193,06_04_01
1994,6.4.1,0.0,193,06_04_01
1995,6.4.1,0.0,193,06_04_01
1996,6.4.1,0.0,193,06_04_01
1997,6.4.1,0.0,193,06_04_01
1998,6.4.1,0.0,193,06_04_01
1999,6.4.1,0.0,193,06_04_01
2000,6.4.1,97.0,193,06_04_01
2001,6.4.1,105.0,193,06_04_01
2002,6.4.1,111.0,193,06_04_01
2003,6.4.1,122.0,193,06_04_01
2004,6.4.1,125.0,193,06_04_01
2005,6.4.1,132.0,193,06_04_01
2006,6.4.1,138.0,193,06_04_01
2007,6.4.1,143.0,193,06_04_01
2008,6.4.1,147.0,193,06_04_01
2009,6.4.1,144.0,193,06_04_01
2010,6.4.1,144.0,193,06_04_01
2011,6.4.1,138.0,193,06_04_01
2012,6.4.1,142.0,193,06_04_01
2013,6.4.1,139.0,193,06_04_01
2014,6.4.1,136.0,193,06_04_01
2015,6.4.1,122.0,193,06_04_01
2016,6.4.1,111.0,193,06_04_01
2017,6.4.1,108.0,193,06_04_01
2018,6.4.1,0.0,193,06_04_01
2019,6.4.1,0.0,193,06_04_01
2020,6.4.1,0.0,193,06_04_01
1990,6.4.2,0.0,193,06_04_02
1991,6.4.2,0.0,193,06_04_02
1992,6.4.2,0.0,193,06_04_02
1993,6.4.2,0.0,193,06_04_02
1994,6.4.2,0.0,193,06_04_02
1995,6.4.2,0.0,193,06_04_02
1996,6.4.2,0.0,193,06_04_02
1997,6.4.2,0.0,193,06_04_02
1998,6.4.2,0.0,193,06_04_02
1999,6.4.2,0.0,193,06_04_02
2000,6.4.2,156.0,193,06_04_02
2001,6.4.2,157.0,193,06_04_02
2002,6.4.2,160.0,193,06_04_02
2003,6.4.2,161.0,193,06_04_02
2004,6.4.2,162.0,193,06_04_02
2005,6.4.2,166.0,193,06_04_02
2006,6.4.2,168.0,193,06_04_02
2007,6.4.2,170.0,193,06_04_02
2008,6.4.2,173.0,193,06_04_02
2009,6.4.2,173.0,193,06_04_02
2010,6.4.2,162.0,193,06_04_02
2011,6.4.2,161.0,193,06_04_02
2012,6.4.2,158.0,193,06_04_02
2013,6.4.2,157.0,193,06_04_02
2014,6.4.2,150.0,193,06_04_02
2015,6.4.2,125.0,193,06_04_02
2016,6.4.2,115.0,193,06_04_02
2017,6.4.2,110.0,193,06_04_02
2018,6.4.2,0.0,193,06_04_02
2019,6.4.2,0.0,193,06_04_02
2020,6.4.2,0.0,193,06_04_02
1990,6.5.1,0.0,193,06_05_01
1991,6.5.1,0.0,193,06_05_01
1992,6.5.1,0.0,193,06_05_01
1993,6.5.1,0.0,193,06_05_01
1994,6.5.1,0.0,193,06_05_01
1995,6.5.1,0.0,193,06_05_01
1996,6.5.1,0.0,193,06_05_01
1997,6.5.1,0.0,193,06_05_01
1998,6.5.1,0.0,193,06_05_01
1999,6.5.1,0.0,193,06_05_01
2000,6.5.1,0.0,193,06_05_01
2001,6.5.1,0.0,193,06_05_01
2002,6.5.1,0.0,193,06_05_01
2003,6.5.1,0.0,193,06_05_01
2004,6.5.1,0.0,193,06_05_01
2005,6.5.1,0.0,193,06_05_01
2006,6.5.1,0.0,193,06_05_01
2007,6.5.1,0.0,193,06_05_01
2008,6.5.1,0.0,193,06_05_01
2009,6.5.1,0.0,193,06_05_01
2010,6.5.1,0.0,193,06_05_01
2011,6.5.1,0.0,193,06_05_01
2012,6.5.1,0.0,193,06_05_01
2013,6.5.1,0.0,193,06_05_01
2014,6.5.1,0.0,193,06_05_01
2015,6.5.1,0.0,193,06_05_01
2016,6.5.1,0.0,193,06_05_01
2017,6.5.1,0.0,193,06_05_01
2018,6.5.1,171.0,193,06_05_01
2019,6.5.1,0.0,193,06_05_01
2020,6.5.1,0.0,193,06_05_01
1990,6.5.2,0.0,193,06_05_02
1991,6.5.2,0.0,193,06_05_02
1992,6.5.2,0.0,193,06_05_02
1993,6.5.2,0.0,193,06_05_02
1994,6.5.2,0.0,193,06_05_02
1995,6.5.2,0.0,193,06_05_02
1996,6.5.2,0.0,193,06_05_02
1997,6.5.2,0.0,193,06_05_02
1998,6.5.2,0.0,193,06_05_02
1999,6.5.2,0.0,193,06_05_02
2000,6.5.2,0.0,193,06_05_02
2001,6.5.2,0.0,193,06_05_02
2002,6.5.2,0.0,193,06_05_02
2003,6.5.2,0.0,193,06_05_02
2004,6.5.2,0.0,193,06_05_02
2005,6.5.2,0.0,193,06_05_02
2006,6.5.2,0.0,193,06_05_02
2007,6.5.2,0.0,193,06_05_02
2008,6.5.2,0.0,193,06_05_02
2009,6.5.2,0.0,193,06_05_02
2010,6.5.2,0.0,193,06_05_02
2011,6.5.2,0.0,193,06_05_02
2012,6.5.2,0.0,193,06_05_02
2013,6.5.2,0.0,193,06_05_02
2014,6.5.2,0.0,193,06_05_02
2015,6.5.2,0.0,193,06_05_02
2016,6.5.2,0.0,193,06_05_02
2017,6.5.2,128.0,193,06_05_02
2018,6.5.2,6.0,193,06_05_02
2019,6.5.2,0.0,193,06_05_02
2020,6.5.2,0.0,193,06_05_02
1990,6.6.1,0.0,193,06_06_01
1991,6.6.1,0.0,193,06_06_01
1992,6.6.1,0.0,193,06_06_01
1993,6.6.1,0.0,193,06_06_01
1994,6.6.1,0.0,193,06_06_01
1995,6.6.1,0.0,193,06_06_01
1996,6.6.1,0.0,193,06_06_01
1997,6.6.1,0.0,193,06_06_01
1998,6.6.1,0.0,193,06_06_01
1999,6.6.1,0.0,193,06_06_01
2000,6.6.1,0.0,193,06_06_01
2001,6.6.1,0.0,193,06_06_01
2002,6.6.1,0.0,193,06_06_01
2003,6.6.1,0.0,193,06_06_01
2004,6.6.1,0.0,193,06_06_01
2005,6.6.1,182.0,193,06_06_01
2006,6.6.1,182.0,193,06_06_01
2007,6.6.1,182.0,193,06_06_01
2008,6.6.1,182.0,193,06_06_01
2009,6.6.1,182.0,193,06_06_01
2010,6.6.1,182.0,193,06_06_01
2011,6.6.1,182.0,193,06_06_01
2012,6.6.1,182.0,193,06_06_01
2013,6.6.1,182.0,193,06_06_01
2014,6.6.1,183.0,193,06_06_01
2015,6.6.1,183.0,193,06_06_01
2016,6.6.1,183.0,193,06_06_01
2017,6.6.1,183.0,193,06_06_01
2018,6.6.1,183.0,193,06_06_01
2019,6.6.1,0.0,193,06_06_01
2020,6.6.1,0.0,193,06_06_01
1990,6.a.1,0.0,143,06_0a_01
1991,6.a.1,0.0,143,06_0a_01
1992,6.a.1,0.0,143,06_0a_01
1993,6.a.1,0.0,143,06_0a_01
1994,6.a.1,0.0,143,06_0a_01
1995,6.a.1,0.0,143,06_0a_01
1996,6.a.1,0.0,143,06_0a_01
1997,6.a.1,0.0,143,06_0a_01
1998,6.a.1,0.0,143,06_0a_01
1999,6.a.1,0.0,143,06_0a_01
2000,6.a.1,120.0,143,06_0a_01
2001,6.a.1,126.0,143,06_0a_01
2002,6.a.1,130.0,143,06_0a_01
2003,6.a.1,135.0,143,06_0a_01
2004,6.a.1,138.0,143,06_0a_01
2005,6.a.1,141.0,143,06_0a_01
2006,6.a.1,141.0,143,06_0a_01
2007,6.a.1,141.0,143,06_0a_01
2008,6.a.1,140.0,143,06_0a_01
2009,6.a.1,140.0,143,06_0a_01
2010,6.a.1,141.0,143,06_0a_01
2011,6.a.1,138.0,143,06_0a_01
2012,6.a.1,136.0,143,06_0a_01
2013,6.a.1,136.0,143,06_0a_01
2014,6.a.1,136.0,143,06_0a_01
2015,6.a.1,136.0,143,06_0a_01
2016,6.a.1,136.0,143,06_0a_01
2017,6.a.1,136.0,143,06_0a_01
2018,6.a.1,132.0,143,06_0a_01
2019,6.a.1,0.0,143,06_0a_01
2020,6.a.1,0.0,143,06_0a_01
1990,6.b.1,0.0,193,06_0b_01
1991,6.b.1,0.0,193,06_0b_01
1992,6.b.1,0.0,193,06_0b_01
1993,6.b.1,0.0,193,06_0b_01
1994,6.b.1,0.0,193,06_0b_01
1995,6.b.1,0.0,193,06_0b_01
1996,6.b.1,0.0,193,06_0b_01
1997,6.b.1,0.0,193,06_0b_01
1998,6.b.1,0.0,193,06_0b_01
1999,6.b.1,0.0,193,06_0b_01
2000,6.b.1,0.0,193,06_0b_01
2001,6.b.1,0.0,193,06_0b_01
2002,6.b.1,0.0,193,06_0b_01
2003,6.b.1,0.0,193,06_0b_01
2004,6.b.1,0.0,193,06_0b_01
2005,6.b.1,0.0,193,06_0b_01
2006,6.b.1,0.0,193,06_0b_01
2007,6.b.1,0.0,193,06_0b_01
2008,6.b.1,0.0,193,06_0b_01
2009,6.b.1,0.0,193,06_0b_01
2010,6.b.1,39.0,193,06_0b_01
2011,6.b.1,39.0,193,06_0b_01
2012,6.b.1,76.0,193,06_0b_01
2013,6.b.1,73.0,193,06_0b_01
2014,6.b.1,93.0,193,06_0b_01
2015,6.b.1,87.0,193,06_0b_01
2016,6.b.1,87.0,193,06_0b_01
2017,6.b.1,102.0,193,06_0b_01
2018,6.b.1,94.0,193,06_0b_01
2019,6.b.1,111.0,193,06_0b_01
2020,6.b.1,0.0,193,06_0b_01
1990,7.1.1,67.0,193,07_01_01
1991,7.1.1,78.0,193,07_01_01
1992,7.1.1,91.0,193,07_01_01
1993,7.1.1,101.0,193,07_01_01
1994,7.1.1,106.0,193,07_01_01
1995,7.1.1,114.0,193,07_01_01
1996,7.1.1,123.0,193,07_01_01
1997,7.1.1,127.0,193,07_01_01
1998,7.1.1,133.0,193,07_01_01
1999,7.1.1,139.0,193,07_01_01
2000,7.1.1,157.0,193,07_01_01
2001,7.1.1,166.0,193,07_01_01
2002,7.1.1,173.0,193,07_01_01
2003,7.1.1,173.0,193,07_01_01
2004,7.1.1,176.0,193,07_01_01
2005,7.1.1,180.0,193,07_01_01
2006,7.1.1,182.0,193,07_01_01
2007,7.1.1,185.0,193,07_01_01
2008,7.1.1,186.0,193,07_01_01
2009,7.1.1,189.0,193,07_01_01
2010,7.1.1,190.0,193,07_01_01
2011,7.1.1,191.0,193,07_01_01
2012,7.1.1,191.0,193,07_01_01
2013,7.1.1,191.0,193,07_01_01
2014,7.1.1,191.0,193,07_01_01
2015,7.1.1,191.0,193,07_01_01
2016,7.1.1,191.0,193,07_01_01
2017,7.1.1,191.0,193,07_01_01
2018,7.1.1,0.0,193,07_01_01
2019,7.1.1,0.0,193,07_01_01
2020,7.1.1,0.0,193,07_01_01
1990,7.1.2,0.0,193,07_01_02
1991,7.1.2,0.0,193,07_01_02
1992,7.1.2,0.0,193,07_01_02
1993,7.1.2,0.0,193,07_01_02
1994,7.1.2,0.0,193,07_01_02
1995,7.1.2,0.0,193,07_01_02
1996,7.1.2,0.0,193,07_01_02
1997,7.1.2,0.0,193,07_01_02
1998,7.1.2,0.0,193,07_01_02
1999,7.1.2,0.0,193,07_01_02
2000,7.1.2,187.0,193,07_01_02
2001,7.1.2,187.0,193,07_01_02
2002,7.1.2,187.0,193,07_01_02
2003,7.1.2,187.0,193,07_01_02
2004,7.1.2,187.0,193,07_01_02
2005,7.1.2,187.0,193,07_01_02
2006,7.1.2,187.0,193,07_01_02
2007,7.1.2,187.0,193,07_01_02
2008,7.1.2,187.0,193,07_01_02
2009,7.1.2,187.0,193,07_01_02
2010,7.1.2,187.0,193,07_01_02
2011,7.1.2,187.0,193,07_01_02
2012,7.1.2,187.0,193,07_01_02
2013,7.1.2,187.0,193,07_01_02
2014,7.1.2,187.0,193,07_01_02
2015,7.1.2,187.0,193,07_01_02
2016,7.1.2,187.0,193,07_01_02
2017,7.1.2,187.0,193,07_01_02
2018,7.1.2,187.0,193,07_01_02
2019,7.1.2,0.0,193,07_01_02
2020,7.1.2,0.0,193,07_01_02
1990,7.2.1,0.0,193,07_02_01
1991,7.2.1,0.0,193,07_02_01
1992,7.2.1,0.0,193,07_02_01
1993,7.2.1,0.0,193,07_02_01
1994,7.2.1,0.0,193,07_02_01
1995,7.2.1,0.0,193,07_02_01
1996,7.2.1,0.0,193,07_02_01
1997,7.2.1,0.0,193,07_02_01
1998,7.2.1,0.0,193,07_02_01
1999,7.2.1,0.0,193,07_02_01
2000,7.2.1,188.0,193,07_02_01
2001,7.2.1,188.0,193,07_02_01
2002,7.2.1,188.0,193,07_02_01
2003,7.2.1,188.0,193,07_02_01
2004,7.2.1,188.0,193,07_02_01
2005,7.2.1,189.0,193,07_02_01
2006,7.2.1,189.0,193,07_02_01
2007,7.2.1,189.0,193,07_02_01
2008,7.2.1,189.0,193,07_02_01
2009,7.2.1,189.0,193,07_02_01
2010,7.2.1,189.0,193,07_02_01
2011,7.2.1,189.0,193,07_02_01
2012,7.2.1,190.0,193,07_02_01
2013,7.2.1,190.0,193,07_02_01
2014,7.2.1,190.0,193,07_02_01
2015,7.2.1,190.0,193,07_02_01
2016,7.2.1,190.0,193,07_02_01
2017,7.2.1,190.0,193,07_02_01
2018,7.2.1,0.0,193,07_02_01
2019,7.2.1,0.0,193,07_02_01
2020,7.2.1,0.0,193,07_02_01
1990,7.3.1,0.0,193,07_03_01
1991,7.3.1,0.0,193,07_03_01
1992,7.3.1,0.0,193,07_03_01
1993,7.3.1,0.0,193,07_03_01
1994,7.3.1,0.0,193,07_03_01
1995,7.3.1,0.0,193,07_03_01
1996,7.3.1,0.0,193,07_03_01
1997,7.3.1,0.0,193,07_03_01
1998,7.3.1,0.0,193,07_03_01
1999,7.3.1,0.0,193,07_03_01
2000,7.3.1,184.0,193,07_03_01
2001,7.3.1,184.0,193,07_03_01
2002,7.3.1,185.0,193,07_03_01
2003,7.3.1,185.0,193,07_03_01
2004,7.3.1,185.0,193,07_03_01
2005,7.3.1,186.0,193,07_03_01
2006,7.3.1,186.0,193,07_03_01
2007,7.3.1,186.0,193,07_03_01
2008,7.3.1,186.0,193,07_03_01
2009,7.3.1,186.0,193,07_03_01
2010,7.3.1,186.0,193,07_03_01
2011,7.3.1,186.0,193,07_03_01
2012,7.3.1,187.0,193,07_03_01
2013,7.3.1,187.0,193,07_03_01
2014,7.3.1,187.0,193,07_03_01
2015,7.3.1,187.0,193,07_03_01
2016,7.3.1,187.0,193,07_03_01
2017,7.3.1,187.0,193,07_03_01
2018,7.3.1,0.0,193,07_03_01
2019,7.3.1,0.0,193,07_03_01
2020,7.3.1,0.0,193,07_03_01
1990,7.a.1,0.0,193,07_0a_01
1991,7.a.1,0.0,193,07_0a_01
1992,7.a.1,0.0,193,07_0a_01
1993,7.a.1,0.0,193,07_0a_01
1994,7.a.1,0.0,193,07_0a_01
1995,7.a.1,0.0,193,07_0a_01
1996,7.a.1,0.0,193,07_0a_01
1997,7.a.1,0.0,193,07_0a_01
1998,7.a.1,0.0,193,07_0a_01
1999,7.a.1,0.0,193,07_0a_01
2000,7.a.1,57.0,193,07_0a_01
2001,7.a.1,72.0,193,07_0a_01
2002,7.a.1,84.0,193,07_0a_01
2003,7.a.1,89.0,193,07_0a_01
2004,7.a.1,97.0,193,07_0a_01
2005,7.a.1,103.0,193,07_0a_01
2006,7.a.1,106.0,193,07_0a_01
2007,7.a.1,109.0,193,07_0a_01
2008,7.a.1,115.0,193,07_0a_01
2009,7.a.1,120.0,193,07_0a_01
2010,7.a.1,122.0,193,07_0a_01
2011,7.a.1,123.0,193,07_0a_01
2012,7.a.1,123.0,193,07_0a_01
2013,7.a.1,126.0,193,07_0a_01
2014,7.a.1,127.0,193,07_0a_01
2015,7.a.1,127.0,193,07_0a_01
2016,7.a.1,122.0,193,07_0a_01
2017,7.a.1,115.0,193,07_0a_01
2018,7.a.1,0.0,193,07_0a_01
2019,7.a.1,0.0,193,07_0a_01
2020,7.a.1,0.0,193,07_0a_01
1990,7.b.1,0.0,193,07_0b_01
1991,7.b.1,0.0,193,07_0b_01
1992,7.b.1,0.0,193,07_0b_01
1993,7.b.1,0.0,193,07_0b_01
1994,7.b.1,0.0,193,07_0b_01
1995,7.b.1,0.0,193,07_0b_01
1996,7.b.1,0.0,193,07_0b_01
1997,7.b.1,0.0,193,07_0b_01
1998,7.b.1,0.0,193,07_0b_01
1999,7.b.1,0.0,193,07_0b_01
2000,7.b.1,0.0,193,07_0b_01
2001,7.b.1,0.0,193,07_0b_01
2002,7.b.1,0.0,193,07_0b_01
2003,7.b.1,0.0,193,07_0b_01
2004,7.b.1,0.0,193,07_0b_01
2005,7.b.1,0.0,193,07_0b_01
2006,7.b.1,0.0,193,07_0b_01
2007,7.b.1,0.0,193,07_0b_01
2008,7.b.1,0.0,193,07_0b_01
2009,7.b.1,0.0,193,07_0b_01
2010,7.b.1,0.0,193,07_0b_01
2011,7.b.1,0.0,193,07_0b_01
2012,7.b.1,0.0,193,07_0b_01
2013,7.b.1,0.0,193,07_0b_01
2014,7.b.1,0.0,193,07_0b_01
2015,7.b.1,0.0,193,07_0b_01
2016,7.b.1,0.0,193,07_0b_01
2017,7.b.1,0.0,193,07_0b_01
2018,7.b.1,0.0,193,07_0b_01
2019,7.b.1,0.0,193,07_0b_01
2020,7.b.1,0.0,193,07_0b_01
1990,8.1.1,0.0,193,08_01_01
1991,8.1.1,0.0,193,08_01_01
1992,8.1.1,0.0,193,08_01_01
1993,8.1.1,0.0,193,08_01_01
1994,8.1.1,0.0,193,08_01_01
1995,8.1.1,0.0,193,08_01_01
1996,8.1.1,0.0,193,08_01_01
1997,8.1.1,0.0,193,08_01_01
1998,8.1.1,0.0,193,08_01_01
1999,8.1.1,0.0,193,08_01_01
2000,8.1.1,191.0,193,08_01_01
2001,8.1.1,191.0,193,08_01_01
2002,8.1.1,191.0,193,08_01_01
2003,8.1.1,191.0,193,08_01_01
2004,8.1.1,191.0,193,08_01_01
2005,8.1.1,191.0,193,08_01_01
2006,8.1.1,191.0,193,08_01_01
2007,8.1.1,191.0,193,08_01_01
2008,8.1.1,191.0,193,08_01_01
2009,8.1.1,192.0,193,08_01_01
2010,8.1.1,192.0,193,08_01_01
2011,8.1.1,192.0,193,08_01_01
2012,8.1.1,192.0,193,08_01_01
2013,8.1.1,192.0,193,08_01_01
2014,8.1.1,192.0,193,08_01_01
2015,8.1.1,192.0,193,08_01_01
2016,8.1.1,192.0,193,08_01_01
2017,8.1.1,192.0,193,08_01_01
2018,8.1.1,192.0,193,08_01_01
2019,8.1.1,0.0,193,08_01_01
2020,8.1.1,0.0,193,08_01_01
1990,8.2.1,0.0,193,08_02_01
1991,8.2.1,0.0,193,08_02_01
1992,8.2.1,0.0,193,08_02_01
1993,8.2.1,0.0,193,08_02_01
1994,8.2.1,0.0,193,08_02_01
1995,8.2.1,0.0,193,08_02_01
1996,8.2.1,0.0,193,08_02_01
1997,8.2.1,0.0,193,08_02_01
1998,8.2.1,0.0,193,08_02_01
1999,8.2.1,0.0,193,08_02_01
2000,8.2.1,177.0,193,08_02_01
2001,8.2.1,177.0,193,08_02_01
2002,8.2.1,177.0,193,08_02_01
2003,8.2.1,177.0,193,08_02_01
2004,8.2.1,177.0,193,08_02_01
